"Código CNAE";"Descrição CNAE";"Cód. Subitem LC 116";"Descrição Subitem";
"8230002";"Casas de festas e eventos";"03.03";"03.03 - Exploração de salões de festas, centro de convenções, escritórios virtuais, stands, quadras esportivas, estádios, ginásios, auditórios, casas de espetáculos, parques de diversões, canchas e congêneres, para realização de eventos ou negócios de qualquer natureza.";
"8291100";"Atividades de cobrança e informações cadastrais";"17.01";"17.01 - Assessoria ou consultoria de qualquer natureza, não contida em outros itens desta lista; análise, exame, pesquisa, coleta, compilação e fornecimento de dados e informações de qualquer natureza, inclusive cadastro e similares.";
"8291100";"Atividades de cobrança e informações cadastrais";"17.22";"17.22 - Cobrança em geral.";
"8292000";"Envasamento e empacotamento sob contrato";"14.05";"14.05 - Restauração, recondicionamento, acondicionamento, pintura, beneficiamento, lavagem, secagem, tingimento, galvanoplastia, anodização, corte, recorte, plastificação, costura, acabamento, polimento e congêneres de objetos quaisquer. ";
"8299701";"Medição de consumo de energia elétrica, gás e água";"17.01";"17.01 - Assessoria ou consultoria de qualquer natureza, não contida em outros itens desta lista; análise, exame, pesquisa, coleta, compilação e fornecimento de dados e informações de qualquer natureza, inclusive cadastro e similares.";
"8299702";"Emissão de vales-alimentação, vales-transporte e similares";"17.12";"17.12 - Administração em geral, inclusive de bens e negócios de terceiros.";
"8299703";"Serviços de gravação de carimbos, exceto confecção";"24.01";"24.01 - Serviços de chaveiros, confecção de carimbos, placas, sinalização visual, banners, adesivos e congêneres.";
"8299704";"Leiloeiros independentes";"17.13";"17.13 - Leilão e congêneres.";
"8299705";"Serviços de levantamento de fundos sob contrato";"17.01";"17.01 - Assessoria ou consultoria de qualquer natureza, não contida em outros itens desta lista; análise, exame, pesquisa, coleta, compilação e fornecimento de dados e informações de qualquer natureza, inclusive cadastro e similares.";
"8299706";"Casas lotéricas";"15.07";"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo.";
"8299706";"Casas lotéricas";"15.10";"15.10 - Serviços relacionados a cobranças, recebimentos ou pagamentos em geral, de títulos quaisquer, de contas ou carnês, de câmbio, de tributos e por conta de terceiros, inclusive os efetuados por meio eletrônico, automático ou por máquinas de atendimento; fornecimento de posição de cobrança, recebimento ou pagamento; emissão de carnês, fichas de compensação, impressos e documentos em geral.";
"8299706";"Casas lotéricas";"19.01";"19.01 - Serviços de distribuição e venda de bilhetes e demais produtos de loteria, bingos, cartões, pules ou cupons de apostas, sorteios, prêmios, inclusive os decorrentes de títulos de capitalização e congêneres.";
"8299707";"Salas de acesso à internet";"03.03";"03.03 - Exploração de salões de festas, centro de convenções, escritórios virtuais, stands, quadras esportivas, estádios, ginásios, auditórios, casas de espetáculos, parques de diversões, canchas e congêneres, para realização de eventos ou negócios de qualquer natureza.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"01.01";"01.01 - Análise e desenvolvimento de sistemas.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"01.02";"01.02 - Programação.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"01.03";"01.03 - Processamento, armazenamento ou hospedagem de dados, textos, imagens, vídeos, páginas eletrônicas, aplicativos e sistemas de informação, entre outros formatos, e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"01.04";"01.04 - Elaboração de programas de computadores, inclusive de jogos eletrônicos, independentemente da arquitetura construtiva da máquina em que o programa será executado, incluindo tablets, smartphones e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"01.05";"01.05 - Licenciamento ou cessão de direito de uso de programas de computação.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"01.06";"01.06 - Assessoria e consultoria em informática.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"01.07";"01.07 - Suporte técnico em informática, inclusive instalação, configuração e manutenção de programas de computação e bancos de dados.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"01.08";"01.08 - Planejamento, confecção, manutenção e atualização de páginas eletrônicas.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"01.09";"01.09 - Disponibilização, sem cessão definitiva, de conteúdos de áudio, vídeo, imagem e texto por meio da internet, respeitada a imunidade de livros, jornais e periódicos (exceto a distribuição de conteúdos pelas prestadoras de Serviço de Acesso Condicionado, de que trata a Lei no 12.485, de 12 de setembro de 2011, sujeita ao ICMS).";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"02.01";"02.01 - Serviços de pesquisas e desenvolvimento de qualquer natureza.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"03.02";"03.02 - Cessão de direito de uso de marcas e de sinais de propaganda.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"03.03";"03.03 - Exploração de salões de festas, centro de convenções, escritórios virtuais, stands, quadras esportivas, estádios, ginásios, auditórios, casas de espetáculos, parques de diversões, canchas e congêneres, para realização de eventos ou negócios de qualquer natureza.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"03.04";"03.04 - Locação, sublocação, arrendamento, direito de passagem ou permissão de uso, compartilhado ou não, de ferrovia, rodovia, postes, cabos, dutos e condutos de qualquer natureza.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"03.05";"03.05 - Cessão de andaimes, palcos, coberturas e outras estruturas de uso temporário.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.01";"04.01 - Medicina e biomedicina.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.02";"04.02 - Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.03";"04.03 - Hospitais, clínicas, laboratórios, sanatórios, manicômios, casas de saúde, prontos-socorros, ambulatórios e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.04";"04.04 - Instrumentação cirúrgica.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.05";"04.05 - Acupuntura.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.06";"04.06 - Enfermagem, inclusive serviços auxiliares.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.07";"04.07 - Serviços farmacêuticos.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.08";"04.08 - Terapia ocupacional, fisioterapia e fonoaudiologia.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.09";"04.09 - Terapias de qualquer espécie destinadas ao tratamento físico, orgânico e mental.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.10";"04.10 - Nutrição.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.11";"04.11 - Obstetrícia.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.12";"04.12 - Odontologia.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.13";"04.13 - Ortóptica.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.14";"04.14 - Próteses sob encomenda.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.15";"04.15 - Psicanálise.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.16";"04.16 - Psicologia.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.17";"04.17 - Casas de repouso e de recuperação, creches, asilos e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.18";"04.18 - Inseminação artificial, fertilização in vitro e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.19";"04.19 - Bancos de sangue, leite, pele, olhos, óvulos, sêmen e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.20";"04.20 - Coleta de sangue, leite, tecidos, sêmen, órgãos e materiais biológicos de qualquer espécie.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.21";"04.21 - Unidade de atendimento, assistência ou tratamento móvel e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.22";"04.22 - Planos de medicina de grupo ou individual e convênios para prestação de assistência médica, hospitalar, odontológica e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"04.23";"04.23 - Outros planos de saúde que se cumpram através de serviços de terceiros contratados, credenciados, cooperados ou apenas pagos pelo operador do plano mediante indicação do beneficiário.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"05.01";"05.01 - Medicina veterinária e zootecnia.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"05.02";"05.02 - Hospitais, clínicas, ambulatórios, prontos-socorros e congêneres, na área veterinária.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"05.03";"05.03 - Laboratórios de análise na área veterinária.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"05.04";"05.04 - Inseminação artificial, fertilização in vitro e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"05.05";"05.05 - Bancos de sangue e de órgãos e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"05.06";"05.06 - Coleta de sangue, leite, tecidos, sêmen, órgãos e materiais biológicos de qualquer espécie.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"05.07";"05.07 - Unidade de atendimento, assistência ou tratamento móvel e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"05.08";"05.08 - Guarda, tratamento, amestramento, embelezamento, alojamento e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"05.09";"05.09 - Planos de atendimento e assistência médico-veterinária.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"06.01";"06.01 - Barbearia, cabeleireiros, manicuros, pedicuros e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"06.02";"06.02 - Esteticistas, tratamento de pele, depilação e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"06.03";"06.03 - Banhos, duchas, sauna, massagens e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"06.04";"06.04 - Ginástica, dança, esportes, natação, artes marciais e demais atividades físicas.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"06.05";"06.05 - Centros de emagrecimento, spa e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"06.06";"06.06 - Aplicação de tatuagens, piercings e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"07.01";"07.01 - Engenharia, agronomia, agrimensura, arquitetura, geologia, urbanismo, paisagismo e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"07.02";"07.02 - Execução, por administração, empreitada ou subempreitada, de obras de construção civil, hidráulica ou elétrica e de outras obras semelhantes, inclusive sondagem, perfuração de poços, escavação, drenagem e irrigação, terraplanagem, pavimentação, concretagem e a instalação e montagem de produtos, peças e equipamentos (exceto o fornecimento de mercadorias produzidas pelo prestador de serviços fora do local da prestação dos serviços, que fica sujeito ao ICMS).";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"07.03";"07.03 - Elaboração de planos diretores, estudos de viabilidade, estudos organizacionais e outros, relacionados com obras e serviços de engenharia; elaboração de anteprojetos, projetos básicos e projetos executivos para trabalhos de engenharia.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"07.04";"07.04 - Demolição.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"07.05";"07.05 - Reparação, conservação e reforma de edifícios, estradas, pontes, portos e congêneres (exceto o fornecimento de mercadorias produzidas pelo prestador dos serviços, fora do local da prestação dos serviços, que fica sujeito ao ICMS).";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"07.06";"07.06 - Colocação e instalação de tapetes, carpetes, assoalhos, cortinas, revestimentos de parede, vidros, divisórias, placas de gesso e congêneres, com material fornecido pelo tomador do serviço.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"07.07";"07.07 - Recuperação, raspagem, polimento e lustração de pisos e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"07.08";"07.08 - Calafetação.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"07.09";"07.09 - Varrição, coleta, remoção, incineração, tratamento, reciclagem, separação e destinação final de lixo, rejeitos e outros resíduos quaisquer.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"07.10";"07.10 - Limpeza, manutenção e conservação de vias e logradouros públicos, imóveis, chaminés, piscinas, parques, jardins e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"07.11";"07.11 - Decoração e jardinagem, inclusive corte e poda de árvores.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"07.12";"07.12 - Controle e tratamento de efluentes de qualquer natureza e de agentes físicos, químicos e biológicos.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"07.13";"07.13 - Dedetização, desinfecção, desinsetização, imunização, higienização, desratização, pulverização e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"07.16";"07.16 - Florestamento, reflorestamento, semeadura, adubação, reparação de solo, plantio, silagem, colheita, corte e descascamento de árvores, silvicultura, exploração florestal e dos serviços congêneres indissociáveis da formação, manutenção e colheita de florestas, para quaisquer fins e por quaisquer meios.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"07.17";"07.17 - Escoramento, contenção de encostas e serviços congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"07.18";"07.18 - Limpeza e dragagem de rios, portos, canais, baías, lagos, lagoas, represas, açudes e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"07.19";"07.19 - Acompanhamento e fiscalização da execução de obras de engenharia, arquitetura e urbanismo.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"07.20";"07.20 - Aerofotogrametria (inclusive interpretação), cartografia, mapeamento, levantamentos topográficos, batimétricos, geográficos, geodésicos, geológicos, geofísicos e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"07.21";"07.21 - Pesquisa, perfuração, cimentação, mergulho, perfilagem, concretação, testemunhagem, pescaria, estimulação e outros serviços relacionados com a exploração e explotação de petróleo, gás natural e de outros recursos minerais.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"07.22";"07.22 - Nucleação e bombardeamento de nuvens e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"08.01";"08.01 - Ensino regular pré-escolar, fundamental, médio e superior.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"08.02";"08.02 - Instrução, treinamento, orientação pedagógica e educacional, avaliação de conhecimentos de qualquer natureza.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"09.01";"09.01 - Hospedagem de qualquer natureza em hotéis, apart-service condominiais, flat, apart-hotéis, hotéis residência, residence-service, suite service, hotelaria marítima, motéis, pensões e congêneres; ocupação por temporada com fornecimento de serviço (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços).";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"09.02";"09.02 - Agenciamento, organização, promoção, intermediação e execução de programas de turismo, passeios, viagens, excursões, hospedagens e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"09.03";"09.03 - Guias de turismo.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"10.01";"10.01 - Agenciamento, corretagem ou intermediação de câmbio, de seguros, de cartões de crédito, de planos de saúde e de planos de previdência privada.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"10.02";"10.02 - Agenciamento, corretagem ou intermediação de títulos em geral, valores mobiliários e contratos quaisquer.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"10.03";"10.03 - Agenciamento, corretagem ou intermediação de direitos de propriedade industrial, artística ou literária.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"10.04";"10.04 - Agenciamento, corretagem ou intermediação de contratos de arrendamento mercantil (leasing), de franquia (franchising) e de faturização (factoring).";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"10.05";"10.05 - Agenciamento, corretagem ou intermediação de bens móveis ou imóveis, não abrangidos em outros itens ou subitens, inclusive aqueles realizados no âmbito de Bolsas de Mercadorias e Futuros, por quaisquer meios.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"10.06";"10.06 - Agenciamento marítimo.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"10.07";"10.07 - Agenciamento de notícias.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"10.08";"10.08 - Agenciamento de publicidade e propaganda, inclusive o agenciamento de veiculação por quaisquer meios.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"10.09";"10.09 - Representação de qualquer natureza, inclusive comercial.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"10.10";"10.10 - Distribuição de bens de terceiros.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"11.01";"11.01 - Guarda e estacionamento de veículos terrestres automotores, de aeronaves e de embarcações.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"11.02";"11.02 - Vigilância, segurança ou monitoramento de bens, pessoas e semoventes.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"11.03";"11.03 - Escolta, inclusive de veículos e cargas.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"11.04";"11.04 - Armazenamento, depósito, carga, descarga, arrumação e guarda de bens de qualquer espécie.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"11.05";"11.05 - Serviços relacionados ao monitoramento e rastreamento a distância, em qualquer via ou local, de veículos, cargas, pessoas e semoventes em circulação ou movimento, realizados por meio de telefonia móvel, transmissão de satélites, rádio ou qualquer outro meio, inclusive pelas empresas de Tecnologia da Informação Veicular, independentemente de o prestador de serviços ser proprietário ou não da infraestrutura de telecomunicações que utiliza.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"12.01";"12.01 - Espetáculos teatrais.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"12.02";"12.02 - Exibições cinematográficas.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"12.03";"12.03 - Espetáculos circenses.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"12.04";"12.04 - Programas de auditório.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"12.05";"12.05 - Parques de diversões, centros de lazer e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"12.06";"12.06 - Boates, taxi-dancing e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"12.07";"12.07 - Shows, ballet, danças, desfiles, bailes, óperas, concertos, recitais, festivais e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"12.08";"12.08 - Feiras, exposições, congressos e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"12.09";"12.09 - Bilhares, boliches e diversões eletrônicas ou não.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"12.10";"12.10 - Corridas e competições de animais.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"12.11";"12.11 - Competições esportivas ou de destreza física ou intelectual, com ou sem a participação do espectador.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"12.12";"12.12 - Execução de música.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"12.13";"12.13 - Produção, mediante ou sem encomenda prévia, de eventos, espetáculos, entrevistas, shows, ballet, danças, desfiles, bailes, teatros, óperas, concertos, recitais, festivais e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"12.14";"12.14 - Fornecimento de música para ambientes fechados ou não, mediante transmissão por qualquer processo.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"12.15";"12.15 - Desfiles de blocos carnavalescos ou folclóricos, trios elétricos e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"12.16";"12.16 - Exibição de filmes, entrevistas, musicais, espetáculos, shows, concertos, desfiles, óperas, competições esportivas, de destreza intelectual ou congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"12.17";"12.17 - Recreação e animação, inclusive em festas e eventos de qualquer natureza.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"13.02";"13.02 - Fonografia ou gravação de sons, inclusive trucagem, dublagem, mixagem e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"13.03";"13.03 - Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"13.04";"13.04 - Reprografia, microfilmagem e digitalização.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"13.05";"13.05 - Composição gráfica, inclusive confecção de impressos gráficos, fotocomposição, clicheria, zincografia, litografia e fotolitografia, exceto se destinados a posterior operação de comercialização ou industrialização, ainda que incorporados, de qualquer forma, a outra mercadoria que deva ser objeto de posterior circulação, tais como bulas, rótulos, etiquetas, caixas, cartuchos, embalagens e manuais técnicos e de instrução, quando ficarão sujeitos ao ICMS.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"14.01";"14.01 - Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"14.02";"14.02 - Assistência técnica.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"14.03";"14.03 - Recondicionamento de motores (exceto peças e partes empregadas, que ficam sujeitas ao ICMS).";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"14.04";"14.04 - Recauchutagem ou regeneração de pneus.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"14.05";"14.05 - Restauração, recondicionamento, acondicionamento, pintura, beneficiamento, lavagem, secagem, tingimento, galvanoplastia, anodização, corte, recorte, plastificação, costura, acabamento, polimento e congêneres de objetos quaisquer. ";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"14.06";"14.06 - Instalação e montagem de aparelhos, máquinas e equipamentos, inclusive montagem industrial, prestados ao usuário final, exclusivamente com material por ele fornecido.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"14.07";"14.07 - Colocação de molduras e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"14.08";"14.08 - Encadernação, gravação e douração de livros, revistas e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"14.09";"14.09 - Alfaiataria e costura, quando o material for fornecido pelo usuário final, exceto aviamento.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"14.10";"14.10 - Tinturaria e lavanderia.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"14.11";"14.11 - Tapeçaria e reforma de estofamentos em geral.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"14.12";"14.12 - Funilaria e lanternagem.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"14.13";"14.13 - Carpintaria e serralheria.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"14.14";"14.14 - Guincho intramunicipal, guindaste e içamento.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"15.01";"15.01 - Administração de fundos quaisquer, de consórcio, de cartão de crédito ou débito e congêneres, de carteira de clientes, de cheques pré-datados e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"15.02";"15.02 - Abertura de contas em geral, inclusive conta-corrente, conta de investimentos e aplicação e caderneta de poupança, no País e no exterior, bem como a manutenção das referidas contas ativas e inativas.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"15.03";"15.03 - Locação e manutenção de cofres particulares, de terminais eletrônicos, de terminais de atendimento e de bens e equipamentos em geral.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"15.04";"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"15.05";"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques sem Fundos, CCF ou em quaisquer outros bancos cadastrais.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"15.06";"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos, bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de veículos; agenciamento fiduciário ou depositário; devolução de bens em custódia.";
"8299799";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"15.07";"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo.";
